id,lat,lng,station,source,aqi,pm25,pm10,co,no2,so2,rh,temperature,windSpeed,timestamp,severity,description
construction_005,28.642822,77.301762,Industrial Building Site E,construction,285,166.7,468.6,3.59,125.3,16,14,36.7,5.4,2025-07-23T11:00:00.000Z,very_high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,105,116.8,161.8,2.63,77.3,28,19,39.2,4.4,2025-07-23T11:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,186,132.9,80.6,3.89,44.5,27.1,15,39.8,3.9,2025-07-23T11:00:00.000Z,high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,104,109.9,140.7,2.31,75.1,22.6,22,37.4,2.9,2025-07-23T11:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,196,113.1,98.9,3.51,55.3,27.5,30,39.8,5.6,2025-07-23T11:00:00.000Z,high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,107,115,183.6,3.9,78.6,24.7,32,38.2,3.8,2025-07-23T11:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,104,103.9,115.1,3.74,64.3,14.6,14,35.9,5.2,2025-07-23T11:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,317,198.8,490.2,2.39,39.7,19.5,31,35.7,2.8,2025-07-23T11:00:00.000Z,hazardous,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,349,345.9,378.7,1.98,65.1,25.9,20,36.5,2.8,2025-07-23T11:00:00.000Z,hazardous,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,252,245.5,365.5,2.29,38.6,17,31,36.2,4.1,2025-07-23T11:00:00.000Z,very_high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,302,347.4,590,1.63,39.1,23.9,31,40.3,5.4,2025-07-23T11:00:00.000Z,hazardous,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,317,240.6,726.9,1.36,40.2,18.2,29,39.9,4.4,2025-07-23T11:00:00.000Z,hazardous,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,92,110.1,110.6,1.57,34.1,17,21,36.3,3.6,2025-07-23T12:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,146,92.7,289,1.65,64.3,25,35,32.7,4,2025-07-23T12:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,149,85.1,225.4,1.37,34.2,12.2,31,36.8,3.2,2025-07-23T12:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,230,83.5,231.2,1.34,67.2,16.9,26,33.2,3.4,2025-07-23T12:00:00.000Z,very_high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,132,86.6,220.4,3.09,42,13.9,36,32.7,4.3,2025-07-23T12:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,318,187.8,323.7,5.25,88.7,50.6,28,36.5,3.9,2025-07-23T12:00:00.000Z,hazardous,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,147,140.5,212.5,3.09,91.5,35,24,33.1,3.8,2025-07-23T12:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,377,154.5,211.6,7.31,94.2,55.3,34,34.3,4.3,2025-07-23T12:00:00.000Z,hazardous,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,287,118.1,248.7,7.37,132.9,42.9,24,35.2,4.3,2025-07-23T12:00:00.000Z,very_high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,218,144.4,297,3.63,80.9,55.1,31,35.4,2.7,2025-07-23T12:00:00.000Z,very_high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,246,129.5,164.2,6.56,114.6,51.4,28,33.8,5.2,2025-07-23T12:00:00.000Z,very_high,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,202,110.7,352,0.87,29.8,8.2,20,32.6,2.8,2025-07-23T12:00:00.000Z,very_high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,158,149.7,449,1.19,31.1,14.8,20,36.4,3.7,2025-07-23T12:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,162,127.3,381.4,1.21,33.7,12.5,26,34,5,2025-07-23T12:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,209,182.5,376.4,0.98,45.5,13.3,19,34.6,2.9,2025-07-23T12:00:00.000Z,very_high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,190,196.5,419.2,0.54,30.2,12.4,35,32.9,5.3,2025-07-23T12:00:00.000Z,high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,136,143.2,255.7,1.79,68,16.6,31,28.1,4.6,2025-07-23T13:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,141,165.9,243.3,1.2,46.2,14.7,23,32.4,4.3,2025-07-23T13:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,87,71.6,181.8,1.99,56.1,5.8,24,31.6,5.1,2025-07-23T13:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,185,158.1,312.9,1.63,37.8,10.9,29,30.4,3.9,2025-07-23T13:00:00.000Z,high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,122,101.8,265.2,2.73,63.2,18.7,22,31.3,4.8,2025-07-23T13:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,259,137.2,324.4,3.93,88.3,28.2,29,28.2,5.4,2025-07-23T13:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,297,160.1,354.5,4.3,101.4,27.5,40,30.1,3.9,2025-07-23T13:00:00.000Z,very_high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,199,161,271.4,3.7,114.7,37.3,24,30.8,4,2025-07-23T13:00:00.000Z,high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,323,131.3,190.9,4.18,78.3,36.1,35,30.1,3.4,2025-07-23T13:00:00.000Z,hazardous,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,161,93.8,217.1,4.83,71.6,34.9,37,30.2,5.6,2025-07-23T13:00:00.000Z,high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,339,243.1,180.2,4.85,100.5,48.5,29,31.6,3.6,2025-07-23T13:00:00.000Z,hazardous,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,153,164.5,389.1,0.52,22,10.7,38,29.6,3.4,2025-07-23T13:00:00.000Z,high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,150,168.7,393.8,1.22,43.2,13.3,30,31.6,5.2,2025-07-23T13:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,157,192.6,240.4,1.12,35.6,6.1,41,28.3,5.6,2025-07-23T13:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,182,160.3,434.7,1.06,38.4,13.6,25,32,4,2025-07-23T13:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,126,87.6,232.1,0.79,17.8,9.2,31,28.8,3.2,2025-07-23T13:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,169,105.2,307.6,2.15,81,16.7,34,21,3.3,2025-07-23T14:00:00.000Z,high,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,144,157,277.4,1.46,79,13.7,38,23.3,4.5,2025-07-23T14:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,134,99.2,224.6,1.7,84.5,18.8,35,21.3,4.8,2025-07-23T14:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,176,133.6,349.9,1.24,57.1,13,36,23.7,3.5,2025-07-23T14:00:00.000Z,high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,125,137.6,145.1,1.5,62.8,15.4,33,23.1,5,2025-07-23T14:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,290,135.7,231.7,5,83.6,53.1,33,22.9,5.4,2025-07-23T14:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,268,202,205,4.71,81.9,41.9,49,21.9,3,2025-07-23T14:00:00.000Z,very_high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,215,200.1,376.1,7.48,105.4,32.2,31,22.1,5,2025-07-23T14:00:00.000Z,very_high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,178,156,224.6,5.16,154.5,33.5,44,21.5,4.8,2025-07-23T14:00:00.000Z,high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,337,173,239.9,6,114.4,35,38,25,3.1,2025-07-23T14:00:00.000Z,hazardous,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,250,161.1,175.5,4.92,98.6,28.2,39,24.7,2.7,2025-07-23T14:00:00.000Z,very_high,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,107,105.6,254.9,0.97,29.7,4,48,21.1,5.1,2025-07-23T14:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,188,109.4,217.5,0.5,20.6,7.4,45,22,2.7,2025-07-23T14:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,171,143.9,246.3,0.93,42.6,9.6,44,21.3,5.4,2025-07-23T14:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,151,156.1,227.9,1.52,40.1,7.6,35,24.5,4,2025-07-23T14:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,170,149.8,199.1,1.37,42.3,6.3,40,21.1,5.3,2025-07-23T14:00:00.000Z,high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,140,181.4,196.5,2.08,89.2,25.1,46,22.8,4.9,2025-07-23T15:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,137,145.4,186.2,2.51,66.9,9.3,37,25.3,2.9,2025-07-23T15:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,221,99.7,148.8,1.08,56.7,13.4,36,23.6,4.7,2025-07-23T15:00:00.000Z,very_high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,192,166.6,160.7,2.22,69.7,15.2,49,24.6,4.1,2025-07-23T15:00:00.000Z,high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,143,55.5,152.4,1.47,33.9,15.9,35,22.1,5.4,2025-07-23T15:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,201,164.3,202.9,6.54,102.4,40.2,43,23.1,4.2,2025-07-23T15:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,213,211.4,158.6,7.17,135.5,40.3,41,23.8,3.6,2025-07-23T15:00:00.000Z,very_high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,226,167.5,132.3,4.53,114.8,23.3,49,23,5.5,2025-07-23T15:00:00.000Z,very_high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,205,115.8,238,7.34,131.6,50.1,50,24.1,5.7,2025-07-23T15:00:00.000Z,very_high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,361,169.7,230.5,4.81,160.2,43.1,44,21.7,4.7,2025-07-23T15:00:00.000Z,hazardous,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,350,109.2,150,6.09,113.8,41.5,33,21.7,3.7,2025-07-23T15:00:00.000Z,hazardous,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,166,101.7,315.2,0.88,31.9,8.4,37,22.1,2.8,2025-07-23T15:00:00.000Z,high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,184,173.9,250.1,1.33,22.1,10.7,46,24.2,4.4,2025-07-23T15:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,137,134.1,353.7,0.76,40.7,13.8,32,23.4,5.6,2025-07-23T15:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,102,97.4,235.2,0.74,31.1,4.6,32,22.7,5.5,2025-07-23T15:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,209,205,400.8,0.96,41.3,15.8,37,21.4,3.8,2025-07-23T15:00:00.000Z,very_high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,186,88.5,337.6,2.03,46.7,23.3,36,21.7,4.5,2025-07-23T16:00:00.000Z,high,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,141,88.4,234,3.09,35.2,8.6,39,24.6,4.9,2025-07-23T16:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,199,138.6,334.6,1.7,37.5,17,37,21.7,5.5,2025-07-23T16:00:00.000Z,high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,131,71.5,256.2,1.89,35.5,17.3,48,22.2,4,2025-07-23T16:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,205,107.9,261.8,1.99,49.6,12.9,36,21,3.5,2025-07-23T16:00:00.000Z,very_high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,183,116.8,124,2.48,93.8,19,43,24.3,5.4,2025-07-23T16:00:00.000Z,high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,142,104.5,148,3.91,71.3,16.1,41,23.5,4.8,2025-07-23T16:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,187,116.5,147.4,3.71,83.4,29.4,32,22.5,5.5,2025-07-23T16:00:00.000Z,high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,204,89.2,166.9,2.35,47.3,16.3,46,20.9,3.4,2025-07-23T16:00:00.000Z,very_high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,166,84.8,111.6,2.5,58.6,28.4,48,22.3,4.4,2025-07-23T16:00:00.000Z,high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,120,73.8,175.6,2.34,49.4,16.4,47,24.1,3.5,2025-07-23T16:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,171,177.9,205.9,1.41,41.5,12.6,32,21.4,4.4,2025-07-23T16:00:00.000Z,high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,156,103.9,277.4,1.01,14.1,6.8,41,24.9,3.7,2025-07-23T16:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,179,102.1,344.8,1.38,26.1,13.7,31,22.3,3.8,2025-07-23T16:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,168,125.8,317.7,1.25,41.2,12.9,49,22.6,3.6,2025-07-23T16:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,215,114.7,267.2,1.5,33.3,14.9,37,23.3,4.1,2025-07-23T16:00:00.000Z,very_high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,98,101,197.7,1.45,49.8,11.7,36,21.6,5,2025-07-23T17:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
